"RequirementId","Scope","Requirement","SourceFile","SourceLine","SourceRevision","Status","ArtifactSha256","Environment","Procedure","TerminalResult","EvidenceLocation","Limitations","SourceFileSha256","EnvironmentAmendment","OriginalRequirement","OriginalProcedure","ParentRequirementId","RowKind","PreviewDisposition","PreviewEvidence"
"T13-WS","Windows/shared","Windows/shared unpaid portion: Expose scoped MCP memory, tasks, and handoffs.","docs/verification/v1-master-plan-audit.md","84","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","[Task 13 ledger](task-13.md), [MCP server](../../crates/context-mcp/src/server.rs), [MCP end-to-end tests](../../crates/context-mcp/tests/end_to_end_v1.rs), [protocol 1.4 amendment](../protocols/contract-amendments.md)","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Expose scoped MCP memory, tasks, and handoffs.","Repeat the complete MCP/daemon/adapter matrix against physical macOS arm64 and Windows x64 installs, including locked recovery, multi-profile Hermes, stdout capture, and offline convergence.","T13","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T13-APPLE","Apple","Apple implementation/qualification portion: Expose scoped MCP memory, tasks, and handoffs.","docs/verification/v1-master-plan-audit.md","84","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","[Task 13 ledger](task-13.md), [MCP server](../../crates/context-mcp/src/server.rs), [MCP end-to-end tests](../../crates/context-mcp/tests/end_to_end_v1.rs), [protocol 1.4 amendment](../protocols/contract-amendments.md)","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Expose scoped MCP memory, tasks, and handoffs.","Repeat the complete MCP/daemon/adapter matrix against physical macOS arm64 and Windows x64 installs, including locked recovery, multi-profile Hermes, stdout capture, and offline convergence.","T13","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T14","aggregate","Make Context Relay authoritative memory for all three harnesses.","docs/verification/v1-master-plan-audit.md","85","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","[Task 14 ledger](task-14.md), [native-memory core](../../crates/core/src/native_memory/mod.rs)","Historical audit status: verified; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Make Context Relay authoritative memory for all three harnesses.","Repeat the verified local chain against physical supported harness installations and current public CI.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T14-WS","Windows/shared","Windows/shared unpaid portion: Make Context Relay authoritative memory for all three harnesses.","docs/verification/v1-master-plan-audit.md","85","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","[Task 14 ledger](task-14.md), [native-memory core](../../crates/core/src/native_memory/mod.rs)","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Make Context Relay authoritative memory for all three harnesses.","Repeat the verified local chain against physical supported harness installations and current public CI.","T14","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T14-APPLE","Apple","Apple implementation/qualification portion: Make Context Relay authoritative memory for all three harnesses.","docs/verification/v1-master-plan-audit.md","85","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","[Task 14 ledger](task-14.md), [native-memory core](../../crates/core/src/native_memory/mod.rs)","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Make Context Relay authoritative memory for all three harnesses.","Repeat the verified local chain against physical supported harness installations and current public CI.","T14","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T15","Windows/shared","Create the hosted Supabase schema, RLS, Storage, and Realtime boundary.","docs/verification/v1-master-plan-audit.md","86","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Run credentialed Storage HTTP, private two-user Realtime, hosted JWT-setting, and GitHub OAuth checks.","","[Task 15 ledger](task-15.md), [migrations](../../supabase/migrations/20260804000000_context_relay_ciphertext_boundary.sql)","Historical audit status: partial; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Create the hosted Supabase schema, RLS, Storage, and Realtime boundary.","Run credentialed Storage HTTP, private two-user Realtime, hosted JWT-setting, and GitHub OAuth checks.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T16","Windows/shared","Implement signed synchronization through the real hosted provider.","docs/verification/v1-master-plan-audit.md","87","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","9c578ec21265562235c4a07b36cc3f376299922107e22d652529ff79bb6fd2bb","Windows 11 x64 physical-PC component harness; Rust 1.97.1 and Node 24.18.0; isolated Cargo target and injected HTTP/Auth/Supabase adapters, no live hosted deployment. Final reviewed source is commit 924348a36900e89df6bc8b41fa6162127c24b8b3.","Apply the migration only after explicit approval, connect the transport after Task 17 provides daemon-owned authenticated sessions, and prove credentialed multi-device upload, repair, checkpoint, quota, Realtime-loss, and canary behavior.","Component partial: deterministic signed-sync 15/15 with one randomized test filtered, daemon sync completion/responsiveness 2/2, and Edge enrollment/pairing 50/50; recorded commands exited 0.","[Task 16 ledger](task-16.md), [local sync engine](../../crates/core/src/sync/engine.rs), [Supabase transport](../../crates/core/src/sync/supabase.rs), [hosted admission migration](../../supabase/migrations/20260810070712_signed_sync_cloud_admission.sql), [Task2 final component checkpoint](pr16-windows-shared-execution-2026-09-14.md#durable-recovery-correction--final-component-checkpoint), [Task2 committed source identity](pr16-durable-recovery-source-2026-09-14.json)","Historical audit status: partial; current final-source installed/hosted acceptance not established. Local/injected transport evidence only. Live hosted Auth/RLS/Storage/Realtime, quota/canary, installed multi-device acceptance, and the full randomized tail remain open.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Implement signed synchronization through the real hosted provider.","Apply the migration only after explicit approval, connect the transport after Task 17 provides daemon-owned authenticated sessions, and prove credentialed multi-device upload, repair, checkpoint, quota, Realtime-loss, and canary behavior.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T17","aggregate","Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","docs/verification/v1-master-plan-audit.md","88","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","[pairing](task-17-pairing.md), [enrollment](task-17-recovery-enrollment.md), [fresh recovery core](task-17-fresh-install-recovery-core.md), [reviewed local membership](membership-transfer-activation-2026-09-14.md)","Historical audit status: partial; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","Native Windows/macOS phrase entry and configured production hosted recovery/pairing injection are implemented; [continuation evidence](pr16-release-continuation-2026-09-08.md) includes composed restart, wrong/full safety and logout checks. Complete deployed/installed pairing and recovery, production reassociation/revocation/rotation, and end-to-end deletion/export; guarded account lifecycle is now configured at production startup, with composed and live qualification still open.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T17-WS","Windows/shared","Windows/shared unpaid portion: Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","docs/verification/v1-master-plan-audit.md","88","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","9c578ec21265562235c4a07b36cc3f376299922107e22d652529ff79bb6fd2bb","Windows 11 x64 physical-PC component harness; Rust 1.97.1 and Node 24.18.0 where applicable; local/injected providers. Task2 report preserves source stages; final reviewed source is commit 924348a36900e89df6bc8b41fa6162127c24b8b3. Task3 source/component tests ran on this Windows 11 x64 physical-PC development workspace with isolated Cargo target and local/injected providers; no installed candidate, clean-OS profile or live hosted provider was exercised.","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","Component partial: pairing 6/6, two daemon pairing callers 2/2, recovered third-device 1/1, membership plus V1 vault 15/15, and historical reconstruction 22/22; recorded commands exited 0. Task3 component: cancellation guard 1/1, searchable Resume 1/1, descendant/cutoff recovery 1/1, strict historical suite 22/22 and full V2 suite 1/1 passed; native binary 20/20 passed; recorded exits 0.","[pairing](task-17-pairing.md), [enrollment](task-17-recovery-enrollment.md), [fresh recovery core](task-17-fresh-install-recovery-core.md), [reviewed local membership](membership-transfer-activation-2026-09-14.md), [Task2 final component checkpoint](pr16-windows-shared-execution-2026-09-14.md#durable-recovery-correction--final-component-checkpoint), [Task2 committed source identity](pr16-durable-recovery-source-2026-09-14.json), [Task3 explicit recovery history component checkpoint](pr16-windows-shared-execution-2026-09-14.md#task3-explicit-history-final-component), [Task3 committed source identity](pr16-history-selection-source-2026-09-14.json)","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows. Task3 history selection, hosted lifecycle, installed physical-PC behavior, reassociation/deletion coverage, and aggregate release acceptance remain open. Task3 closes only the implemented recovery-history component gap; hosted lifecycle, deployed-provider behavior, installed physical-PC recovery, reassociation, deletion and aggregate pairing/recovery acceptance remain open.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","Native Windows/macOS phrase entry and configured production hosted recovery/pairing injection are implemented; [continuation evidence](pr16-release-continuation-2026-09-08.md) includes composed restart, wrong/full safety and logout checks. Complete deployed/installed pairing and recovery, production reassociation/revocation/rotation, and end-to-end deletion/export; guarded account lifecycle is now configured at production startup, with composed and live qualification still open.","T17","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T17-APPLE","Apple","Apple implementation/qualification portion: Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","docs/verification/v1-master-plan-audit.md","88","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","[pairing](task-17-pairing.md), [enrollment](task-17-recovery-enrollment.md), [fresh recovery core](task-17-fresh-install-recovery-core.md), [reviewed local membership](membership-transfer-activation-2026-09-14.md)","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete pairing, recovery, reassociation, revocation, rotation, and deletion.","Native Windows/macOS phrase entry and configured production hosted recovery/pairing injection are implemented; [continuation evidence](pr16-release-continuation-2026-09-08.md) includes composed restart, wrong/full safety and logout checks. Complete deployed/installed pairing and recovery, production reassociation/revocation/rotation, and end-to-end deletion/export; guarded account lifecycle is now configured at production startup, with composed and live qualification still open.","T17","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T18","Windows/shared","Add the read-only GitHub App and repository identity.","docs/verification/v1-master-plan-audit.md","89","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Configure the least-privilege GitHub App and prove selected/private denial and memory-only token handling.","","Product identity primitives exist in [domain protocol](../../crates/protocol/src/domain.rs); no production GitHub App client is present.","Historical audit status: missing; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Add the read-only GitHub App and repository identity.","Configure the least-privilege GitHub App and prove selected/private denial and memory-only token handling.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T19","Windows/shared","Inspect packages and require exact active-setup approval.","docs/verification/v1-master-plan-audit.md","90","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Build quarantine, dependency closure, exact-byte scanners, approval invalidation, disabled install, native validation, and attack fixtures.","","DTO/schema groundwork: [package schema](../../schemas/context-relay-package-v1.json), [package protocol](../../crates/protocol/src/packages.rs).","Historical audit status: missing; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Inspect packages and require exact active-setup approval.","Build quarantine, dependency closure, exact-byte scanners, approval invalidation, disabled install, native validation, and attack fixtures.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T20","aggregate","Complete onboarding and one-click harness setup.","docs/verification/v1-master-plan-audit.md","91","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","Guided project-folder setup, atomic project registration and harness discovery are implemented; installed verification of the revised UI remains pending. See [Windows acceptance](windows-app-release.md).","Historical audit status: partial; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete onboarding and one-click harness setup.","Implement and physically verify both-platform create, pair/recover, import, approval, smoke-test, resume, and rollback flows.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T20-WS","Windows/shared","Windows/shared unpaid portion: Complete onboarding and one-click harness setup.","docs/verification/v1-master-plan-audit.md","91","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","Guided project-folder setup, atomic project registration and harness discovery are implemented; installed verification of the revised UI remains pending. See [Windows acceptance](windows-app-release.md).","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete onboarding and one-click harness setup.","Implement and physically verify both-platform create, pair/recover, import, approval, smoke-test, resume, and rollback flows.","T20","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T20-APPLE","Apple","Apple implementation/qualification portion: Complete onboarding and one-click harness setup.","docs/verification/v1-master-plan-audit.md","91","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","Guided project-folder setup, atomic project registration and harness discovery are implemented; installed verification of the revised UI remains pending. See [Windows acceptance](windows-app-release.md).","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete onboarding and one-click harness setup.","Implement and physically verify both-platform create, pair/recover, import, approval, smoke-test, resume, and rollback flows.","T20","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T21","Windows/shared","Add conflict UI, history, export, and diagnostics.","docs/verification/v1-master-plan-audit.md","92","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Implement conflict resolution, compensating undo, encrypted/plaintext export, import, and redacted diagnostics with canary tests.","","Export DTO groundwork exists in [export schema](../../schemas/context-relay-export-v1.json); complete product surfaces are absent.","Historical audit status: missing; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Add conflict UI, history, export, and diagnostics.","Implement conflict resolution, compensating undo, encrypted/plaintext export, import, and redacted diagnostics with canary tests.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T22","aggregate","Ship signed Windows/macOS installers and updates.","docs/verification/v1-master-plan-audit.md","93","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","Unsigned Windows NSIS candidates build locally and in CI; earlier installed versions pass ordinary install and running-service update. [Windows acceptance](windows-app-release.md) distinguishes source, candidate and installed evidence.","Historical audit status: partial; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Ship signed Windows/macOS installers and updates.","Add protected signing, notarization, updater signatures, SBOM/provenance, N-1 migration, and tamper/interruption tests; qualify and publish both-platform releases.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T22-WS","Windows/shared","Internal Windows installer and N-1 update; protected Tauri updater signatures, encrypted rollback, checksums, SBOM/provenance and complete license bundle.","docs/verification/v1-master-plan-audit.md","93","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","Unsigned Windows NSIS candidates build locally and in CI; earlier installed versions pass ordinary install and running-service update. [Windows acceptance](windows-app-release.md) distinguishes source, candidate and installed evidence.","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Ship signed Windows/macOS installers and updates.","Add protected signing, notarization, updater signatures, SBOM/provenance, N-1 migration, and tamper/interruption tests; qualify and publish both-platform releases.","T22","execution","manual-installer-scope-required; automatic-updater-excluded","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T22-APPLE","Apple","Apple implementation/qualification portion: Ship signed Windows/macOS installers and updates.","docs/verification/v1-master-plan-audit.md","93","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","Unsigned Windows NSIS candidates build locally and in CI; earlier installed versions pass ordinary install and running-service update. [Windows acceptance](windows-app-release.md) distinguishes source, candidate and installed evidence.","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Ship signed Windows/macOS installers and updates.","Add protected signing, notarization, updater signatures, SBOM/provenance, N-1 migration, and tamper/interruption tests; qualify and publish both-platform releases.","T22","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T22-PAID","paid","Paid Windows Authenticode enrollment/signing and dependent signed public-beta publication.","docs/verification/v1-master-plan-audit.md","93","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user payment/signing decision; no payment or public-beta publication authorized.","","Unsigned Windows NSIS candidates build locally and in CI; earlier installed versions pass ordinary install and running-service update. [Windows acceptance](windows-app-release.md) distinguishes source, candidate and installed evidence.","Not passed. Free Tauri updater signature verification, internal installation and other unpaid gates remain required.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Ship signed Windows/macOS installers and updates.","Add protected signing, notarization, updater signatures, SBOM/provenance, N-1 migration, and tamper/interruption tests; qualify and publish both-platform releases.","T22","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T23","Windows/shared","Complete independent release security/reliability hardening.","docs/verification/v1-master-plan-audit.md","94","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","Read-only authenticated Chrome observation of the existing Supabase Free-plan project/organization usage dashboard, approximately2026-09-14 09:17UTC.","Run the full independent review, fuzz duration, durable-boundary crash matrix, license inventory, and policy review with no high findings; resolve or explicitly approve the time-bounded unreachable-target Rust alert.","Cloud monitoring preflight: project filter confirmed Context Relay27.64MB database/8Edge invocations; organization view reported no exceeded quota. No quota-exceeded scenario or application quota UI was executed.","Slice reviews are recorded in Tasks 15–17 and the [dependency-alert recovery ledger](dependency-alerts-2026-08-10.md) records the current candidate Node repair plus the still-open Linux-only Rust alert. No whole-product release review/fuzz/fault/license/privacy gate exists. | cloud-usage-2026-09-14.md; ../../.superpowers/sdd/2026-09-14-pr16-windows-shared-acceptance/cloud-usage-observation-2026-09-14.json; ../../.superpowers/sdd/2026-09-14-pr16-windows-shared-acceptance/cloud-usage-review.md","Historical audit status: missing; current final-source installed/hosted acceptance not established. | Dated provider-dashboard baseline/procedure only. Rounded/delayed counters do not prove zero traffic; organization quotas include other projects. No alert delivery, load test, hosted/installed quota handling or release acceptance is established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Complete independent release security/reliability hardening.","Run the full independent review, fuzz duration, durable-boundary crash matrix, license inventory, and policy review with no high findings; resolve or explicitly approve the time-bounded unreachable-target Rust alert.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T24","aggregate","Pass personal-alpha and public-beta gates.","docs/verification/v1-master-plan-audit.md","95","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","The product is explicitly not deployed or released; no signed release checklist exists.","Historical audit status: missing; current final-source installed/hosted acceptance not established.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Pass personal-alpha and public-beta gates.","Pass the full physical matrix twice from clean machines and record the signed checklist in the protected release tag.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T24-WS","Windows/shared","All applicable unpaid Windows/shared personal-alpha, physical-PC, hosted, security, privacy and governance gates; two acceptance passes with explicit clean-OS limitations.","docs/verification/v1-master-plan-audit.md","95","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","The product is explicitly not deployed or released; no signed release checklist exists.","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Pass personal-alpha and public-beta gates.","Pass the full physical matrix twice from clean machines and record the signed checklist in the protected release tag.","T24","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T24-APPLE","Apple","Apple implementation/qualification portion: Pass personal-alpha and public-beta gates.","docs/verification/v1-master-plan-audit.md","95","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","The product is explicitly not deployed or released; no signed release checklist exists.","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Pass personal-alpha and public-beta gates.","Pass the full physical matrix twice from clean machines and record the signed checklist in the protected release tag.","T24","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"T24-PAID","paid","Paid Windows Authenticode enrollment/signing and dependent signed public-beta publication.","docs/verification/v1-master-plan-audit.md","95","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user payment/signing decision; no payment or public-beta publication authorized.","","The product is explicitly not deployed or released; no signed release checklist exists.","Not passed. Free Tauri updater signature verification, internal installation and other unpaid gates remain required.","56c050813a056fce730204472d5000e7498189b9a31dcb381ac3c26cbb02b3de","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Pass personal-alpha and public-beta gates.","Pass the full physical matrix twice from clean machines and record the signed checklist in the protected release tag.","T24","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-01","Windows/shared","Remote history preserved.","docs/context-relay-v1-implementation-plan.md","1428","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Remote history preserved.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
